GEO_ID,NAME,S2801_C01_001E,S2801_C01_001M,S2801_C01_002E,S2801_C01_002M,S2801_C01_003E,S2801_C01_003M,S2801_C01_004E,S2801_C01_004M,S2801_C01_005E,S2801_C01_005M,S2801_C01_006E,S2801_C01_006M,S2801_C01_007E,S2801_C01_007M,S2801_C01_008E,S2801_C01_008M,S2801_C01_009E,S2801_C01_009M,S2801_C01_010E,S2801_C01_010M,S2801_C01_011E,S2801_C01_011M,S2801_C01_012E,S2801_C01_012M,S2801_C01_013E,S2801_C01_013M,S2801_C01_014E,S2801_C01_014M,S2801_C01_015E,S2801_C01_015M,S2801_C01_016E,S2801_C01_016M,S2801_C01_017E,S2801_C01_017M,S2801_C01_018E,S2801_C01_018M,S2801_C01_019E,S2801_C01_019M,S2801_C01_020E,S2801_C01_020M,S2801_C01_021E,S2801_C01_021M,S2801_C01_022E,S2801_C01_022M,S2801_C01_023E,S2801_C01_023M,S2801_C01_024E,S2801_C01_024M,S2801_C01_025E,S2801_C01_025M,S2801_C01_026E,S2801_C01_026M,S2801_C01_027E,S2801_C01_027M,S2801_C01_028E,S2801_C01_028M,S2801_C01_029E,S2801_C01_029M,S2801_C01_030E,S2801_C01_030M,S2801_C01_031E,S2801_C01_031M,S2801_C02_001E,S2801_C02_001M,S2801_C02_002E,S2801_C02_002M,S2801_C02_003E,S2801_C02_003M,S2801_C02_004E,S2801_C02_004M,S2801_C02_005E,S2801_C02_005M,S2801_C02_006E,S2801_C02_006M,S2801_C02_007E,S2801_C02_007M,S2801_C02_008E,S2801_C02_008M,S2801_C02_009E,S2801_C02_009M,S2801_C02_010E,S2801_C02_010M,S2801_C02_011E,S2801_C02_011M,S2801_C02_012E,S2801_C02_012M,S2801_C02_013E,S2801_C02_013M,S2801_C02_014E,S2801_C02_014M,S2801_C02_015E,S2801_C02_015M,S2801_C02_016E,S2801_C02_016M,S2801_C02_017E,S2801_C02_017M,S2801_C02_018E,S2801_C02_018M,S2801_C02_019E,S2801_C02_019M,S2801_C02_020E,S2801_C02_020M,S2801_C02_021E,S2801_C02_021M,S2801_C02_022E,S2801_C02_022M,S2801_C02_023E,S2801_C02_023M,S2801_C02_024E,S2801_C02_024M,S2801_C02_025E,S2801_C02_025M,S2801_C02_026E,S2801_C02_026M,S2801_C02_027E,S2801_C02_027M,S2801_C02_028E,S2801_C02_028M,S2801_C02_029E,S2801_C02_029M,S2801_C02_030E,S2801_C02_030M,S2801_C02_031E,S2801_C02_031M
1400000US31067964900,"Census Tract 9649, Gage County, Nebraska",1536,121,1292,134,1027,122,67,38,1175,121,162,93,808,115,0,10,20,27,0,10,244,74,1235,131,13,16,1222,130,912,119,236,101,956,115,96,62,301,94,301,92,0,10,179,90,122,67,753,138,8,13,602,128,143,67,482,123,5,9,441,114,36,27,(X),(X),84.1,4.9,66.9,6.8,4.4,2.4,76.5,5.1,10.5,5.8,52.6,6.8,0,1.5,1.3,1.8,0,1.5,15.9,4.9,80.4,5.9,0.8,1.1,79.6,5.9,59.4,7.1,15.4,6.2,62.2,6.7,6.3,3.9,19.6,5.9,(X),(X),0,7.2,59.5,20.8,40.5,20.8,(X),(X),1.1,1.8,79.9,8.5,19,8.4,(X),(X),1,1.8,91.5,5.5,7.5,5.2
1400000US31067965000,"Census Tract 9650, Gage County, Nebraska",1642,93,1348,104,1202,116,173,56,1136,111,62,35,890,95,0,10,30,27,0,10,294,76,1279,109,24,37,1255,112,993,123,167,74,1015,116,137,67,363,81,356,108,0,10,223,85,133,62,884,118,0,10,671,95,213,77,402,87,24,37,361,92,17,22,(X),(X),82.1,4.5,73.2,5.6,10.5,3.4,69.2,5.3,3.8,2.1,54.2,5.1,0,1.4,1.8,1.6,0,1.4,17.9,4.5,77.9,4.8,1.5,2.3,76.4,5.2,60.5,6.2,10.2,4.5,61.8,5.9,8.3,4,22.1,4.8,(X),(X),0,6.1,62.6,13.6,37.4,13.6,(X),(X),0,2.5,75.9,7.3,24.1,7.3,(X),(X),6,9.1,89.8,10.9,4.2,5.5
1400000US31067965100,"Census Tract 9651, Gage County, Nebraska",896,82,763,80,659,81,59,27,619,78,36,29,494,77,22,19,26,34,0,10,133,44,713,81,0,10,713,81,539,77,63,37,610,82,40,22,183,54,176,54,0,10,97,35,79,41,576,86,0,10,480,79,96,42,144,42,0,10,136,40,8,11,(X),(X),85.2,4.7,73.5,6.2,6.6,3,69.1,5.9,4,3.2,55.1,7.6,2.5,2.1,2.9,3.7,0,2.5,14.8,4.7,79.6,5.6,0,2.5,79.6,5.6,60.2,7.2,7,4,68.1,7.6,4.5,2.4,20.4,5.6,(X),(X),0,12,55.1,16,44.9,16,(X),(X),0,3.8,83.3,6.5,16.7,6.5,(X),(X),0,14.4,94.4,7.3,5.6,7.3
1400000US31067965200,"Census Tract 9652, Gage County, Nebraska",1032,80,831,66,716,60,155,38,621,62,65,25,460,56,11,9,11,8,0,10,201,51,784,60,2,4,782,61,581,58,146,39,535,57,142,34,248,50,174,45,2,4,72,22,100,36,542,68,0,10,429,57,113,38,316,49,0,10,281,48,35,23,(X),(X),80.5,4.2,69.4,4.6,15,3.5,60.2,4.6,6.3,2.4,44.6,4.6,1.1,0.9,1.1,0.7,0,2.2,19.5,4.2,76,3.9,0.2,0.3,75.8,3.9,56.3,4.5,14.1,3.4,51.8,5.1,13.8,3.2,24,3.9,(X),(X),1.1,2,41.4,10.8,57.5,10.9,(X),(X),0,4.1,79.2,5.9,20.8,5.9,(X),(X),0,6.9,88.9,7,11.1,7
1400000US31069952100,"Census Tract 9521, Garden County, Nebraska",868,63,776,62,661,61,119,38,599,62,64,33,404,60,16,12,9,9,6,8,92,34,636,64,0,10,636,64,496,63,128,44,364,56,146,37,232,65,116,36,0,10,77,27,39,25,535,65,0,10,393,64,142,48,217,52,0,10,166,49,51,27,(X),(X),89.4,3.8,76.2,5.7,13.7,4.6,69,4.6,7.4,3.6,46.5,6.1,1.8,1.4,1,1,0.7,1,10.6,3.8,73.3,6.7,0,2.6,73.3,6.7,57.1,6.2,14.7,4.7,41.9,6,16.8,4.5,26.7,6.7,(X),(X),0,17.5,66.4,16.3,33.6,16.3,(X),(X),0,4.1,73.5,8.4,26.5,8.4,(X),(X),0,9.8,76.5,11.6,23.5,11.6
1400000US31071973200,"Census Tract 9732, Garfield County, Nebraska",884,78,698,90,609,84,68,29,579,85,43,27,433,71,10,12,4,6,0,10,186,46,558,83,0,10,558,83,434,80,110,43,415,70,49,25,326,68,139,40,0,10,53,29,86,36,541,81,0,10,347,73,194,54,204,46,0,10,158,37,46,32,(X),(X),79,5.5,68.9,6.7,7.7,3.3,65.5,6.2,4.9,2.9,49,6.6,1.1,1.4,0.5,0.6,0,2.5,21,5.5,63.1,7.2,0,2.5,63.1,7.2,49.1,7.3,12.4,4.5,46.9,6.8,5.5,2.8,36.9,7.2,(X),(X),0,14.9,38.1,18.3,61.9,18.3,(X),(X),0,4.1,64.1,8.8,35.9,8.8,(X),(X),0,10.4,77.5,13.4,22.5,13.4
1400000US31073967600,"Census Tract 9676, Gosper County, Nebraska",942,77,844,75,707,77,100,35,713,78,62,29,526,71,11,10,17,15,0,10,98,29,779,69,4,5,775,70,636,66,160,47,495,69,132,34,163,40,110,35,0,10,82,31,28,16,445,74,0,10,329,61,116,36,387,62,4,5,364,58,19,15,(X),(X),89.6,2.9,75.1,5,10.6,3.6,75.7,4.5,6.6,3,55.8,5.3,1.2,1,1.8,1.6,0,2.4,10.4,2.9,82.7,3.8,0.4,0.6,82.3,3.9,67.5,4.8,17,4.8,52.5,6,14,3.5,17.3,3.8,(X),(X),0,18.4,74.5,13.4,25.5,13.4,(X),(X),0,4.9,73.9,6.3,26.1,6.3,(X),(X),1,1.4,94.1,3.9,4.9,3.6
1400000US31075956300,"Census Tract 9563, Grant County, Nebraska",288,29,246,28,227,28,30,13,214,28,10,10,144,22,0,10,4,4,0,10,42,14,218,25,2,3,216,25,171,24,35,12,168,23,15,10,70,22,52,16,0,10,27,11,25,12,160,30,2,3,125,25,33,20,76,19,0,10,64,16,12,10,(X),(X),85.4,4.5,78.8,5.6,10.4,4.3,74.3,6,3.5,3.4,50,7,0,7.5,1.4,1.5,0,7.5,14.6,4.5,75.7,6.7,0.7,1,75,6.7,59.4,7,12.2,3.9,58.3,7.4,5.2,3.3,24.3,6.7,(X),(X),0,33.5,51.9,16.7,48.1,16.7,(X),(X),1.3,1.8,78.1,10.5,20.6,10.4,(X),(X),0,25.2,84.2,11.7,15.8,11.7
1400000US31077970900,"Census Tract 9709, Greeley County, Nebraska",1019,49,873,52,740,46,124,29,676,48,60,27,530,53,22,17,17,8,0,10,146,29,757,50,12,7,745,51,529,49,161,41,516,50,79,21,262,41,175,33,0,10,91,29,84,21,561,53,12,7,412,55,137,31,283,38,0,10,242,33,41,20,(X),(X),85.7,2.8,72.6,4.1,12.2,2.7,66.3,3,5.9,2.5,52,5.2,2.2,1.7,1.7,0.8,0,2.2,14.3,2.8,74.3,3.7,1.2,0.7,73.1,3.7,51.9,4.2,15.8,3.6,50.6,4.9,7.8,2,25.7,3.7,(X),(X),0,12,52,10.8,48,10.8,(X),(X),2.1,1.3,73.4,5.5,24.4,5.3,(X),(X),0,7.6,85.5,6.5,14.5,6.5
1400000US31079000100,"Census Tract 1, Hall County, Nebraska",1029,77,924,72,803,74,83,42,791,78,65,34,599,66,20,16,89,42,0,10,105,32,889,75,0,10,889,75,770,82,261,72,405,59,233,59,140,35,68,29,0,10,36,23,32,19,531,81,0,10,447,77,84,29,430,57,0,10,406,58,24,17,(X),(X),89.8,2.9,78,4.6,8.1,4,76.9,4.9,6.3,3.1,58.2,5.7,1.9,1.5,8.6,4,0,2.2,10.2,2.9,86.4,3.3,0,2.2,86.4,3.3,74.8,4.6,25.4,6.4,39.4,5.2,22.6,5.7,13.6,3.3,(X),(X),0,27.5,52.9,22,47.1,22,(X),(X),0,4.1,84.2,5.2,15.8,5.2,(X),(X),0,5.1,94.4,4,5.6,4
1400000US31079000200,"Census Tract 2, Hall County, Nebraska",1645,125,1439,132,971,161,127,59,1290,138,250,105,848,137,0,10,148,90,0,10,206,82,1295,146,40,59,1255,148,910,151,201,80,961,156,136,78,350,111,271,119,36,57,146,95,89,48,896,144,4,9,661,139,231,104,478,154,0,10,448,148,30,35,(X),(X),87.5,4.8,59,8.5,7.7,3.5,78.4,6.1,15.2,6.2,51.6,7.5,0,1.4,9,5.5,0,1.4,12.5,4.8,78.7,6.5,2.4,3.6,76.3,6.8,55.3,8.2,12.2,4.7,58.4,8.4,8.3,4.7,21.3,6.5,(X),(X),13.3,19.2,53.9,22.6,32.8,19,(X),(X),0.4,1,73.8,10.6,25.8,10.6,(X),(X),0,4.6,93.7,7.3,6.3,7.3
1400000US31079000300,"Census Tract 3, Hall County, Nebraska",1895,191,1536,201,1158,176,148,80,1342,208,314,128,884,195,0,14,38,37,0,14,359,150,1542,204,18,29,1524,202,1243,192,252,109,1196,204,114,76,353,160,264,107,0,14,188,96,76,57,1152,194,18,29,857,165,277,142,479,153,0,14,479,153,0,14,(X),(X),81.1,7.5,61.1,8,7.8,4.3,70.8,8.3,16.6,6.6,46.6,8.8,0,1.2,2,1.9,0,1.2,18.9,7.5,81.4,8,0.9,1.5,80.4,8.1,65.6,9,13.3,6,63.1,8.3,6,4,18.6,8,(X),(X),0,8.2,71.2,19.4,28.8,19.4,(X),(X),1.6,2.5,74.4,10.9,24,10.8,(X),(X),0,4.6,100,4.6,0,4.6
1400000US31079000400,"Census Tract 4, Hall County, Nebraska",2150,162,1769,206,1394,246,127,103,1542,193,177,94,1103,186,43,35,75,66,9,14,381,151,1644,208,0,14,1644,208,1394,198,231,105,1329,211,186,120,506,167,376,117,0,14,167,82,209,101,1247,214,0,14,994,193,253,137,527,166,0,14,483,157,44,45,(X),(X),82.3,7,64.8,9.2,5.9,4.5,71.7,8.5,8.2,4.5,51.3,8.3,2,1.6,3.5,3,0.4,0.7,17.7,7,76.5,7.7,0,1,76.5,7.7,64.8,7.5,10.7,5,61.8,9.1,8.7,5.3,23.5,7.7,(X),(X),0,5.8,44.4,19,55.6,19,(X),(X),0,1.8,79.7,9.7,20.3,9.7,(X),(X),0,4.2,91.7,8.1,8.3,8.1
1400000US31079000500,"Census Tract 5, Hall County, Nebraska",2075,150,1887,158,1720,167,200,106,1508,204,27,31,1414,181,0,14,68,70,0,14,188,103,1875,170,13,20,1862,171,1353,154,153,93,1635,194,107,61,200,117,213,115,0,14,147,97,66,73,792,161,13,20,670,141,109,81,1070,155,0,14,1045,154,25,28,(X),(X),90.9,4.9,82.9,7.6,9.6,5.2,72.7,7.9,1.3,1.5,68.1,6,0,1.1,3.3,3.4,0,1.1,9.1,4.9,90.4,5.6,0.6,1,89.7,5.6,65.2,6.5,7.4,4.6,78.8,7.4,5.2,2.9,9.6,5.6,(X),(X),0,10,69,29.1,31,29.1,(X),(X),1.6,2.6,84.6,9.3,13.8,9.2,(X),(X),0,2.1,97.7,2.7,2.3,2.7
1400000US31079000600,"Census Tract 6, Hall County, Nebraska",2310,120,2141,127,1809,145,143,62,1871,138,110,76,1503,165,33,33,76,50,0,14,169,70,1963,137,11,17,1952,140,1438,165,176,90,1625,156,131,65,347,103,316,95,0,14,133,76,183,74,846,147,0,14,706,133,140,59,1148,114,11,17,1113,115,24,19,(X),(X),92.7,3,78.3,5.3,6.2,2.7,81,4.3,4.8,3.3,65.1,6.2,1.4,1.4,3.3,2.2,0,1,7.3,3,85,4.3,0.5,0.8,84.5,4.4,62.3,6.6,7.6,3.9,70.3,6.2,5.7,2.8,15,4.3,(X),(X),0,6.9,42.1,18.5,57.9,18.5,(X),(X),0,2.6,83.5,6.3,16.5,6.3,(X),(X),1,1.5,97,2.2,2.1,1.7
1400000US31079000700,"Census Tract 7, Hall County, Nebraska",1979,121,1670,139,1132,169,87,54,1521,146,339,119,979,142,8,13,54,37,0,14,309,86,1540,145,48,45,1492,149,1152,152,265,112,1185,156,97,61,439,105,512,123,35,43,165,78,312,92,846,148,8,14,759,149,79,53,621,132,5,9,568,124,48,44,(X),(X),84.4,4.3,57.2,7.7,4.4,2.7,76.9,5.4,17.1,5.7,49.5,7.1,0.4,0.6,2.7,1.8,0,1.1,15.6,4.3,77.8,5.2,2.4,2.3,75.4,5.7,58.2,6.8,13.4,5.5,59.9,7.1,4.9,3,22.2,5.2,(X),(X),6.8,8.1,32.2,12.1,60.9,13.3,(X),(X),0.9,1.6,89.7,6.2,9.3,6.2,(X),(X),0.8,1.5,91.5,6.9,7.7,7
1400000US31079000800,"Census Tract 8, Hall County, Nebraska",1190,96,1070,99,975,101,131,62,868,99,34,32,620,96,20,23,65,48,0,10,120,54,983,100,0,10,983,100,704,110,63,39,870,99,52,39,207,77,145,68,0,10,57,37,88,60,536,107,0,10,426,95,110,61,509,87,0,10,500,89,9,14,(X),(X),89.9,4.4,81.9,6,11,5,72.9,6.5,2.9,2.7,52.1,7.5,1.7,1.9,5.5,3.9,0,1.9,10.1,4.4,82.6,6.1,0,1.9,82.6,6.1,59.2,8.1,5.3,3.3,73.1,6.7,4.4,3.2,17.4,6.1,(X),(X),0,14.3,39.3,23.2,60.7,23.2,(X),(X),0,4.1,79.5,10.3,20.5,10.3,(X),(X),0,4.3,98.2,2.8,1.8,2.8
1400000US31079000900,"Census Tract 9, Hall County, Nebraska",1870,138,1687,128,1133,132,61,37,1549,130,341,153,1065,163,27,29,58,55,0,14,183,88,1471,137,0,14,1471,137,1112,146,263,107,1182,152,44,39,399,122,342,131,0,14,245,109,97,69,993,142,0,14,759,124,234,93,535,104,0,14,467,98,68,65,(X),(X),90.2,4.4,60.6,7.3,3.3,2,82.8,4.8,18.2,7.8,57,8.2,1.4,1.5,3.1,2.8,0,1.2,9.8,4.4,78.7,5.9,0,1.2,78.7,5.9,59.5,7.9,14.1,5.7,63.2,7.1,2.4,2.1,21.3,5.9,(X),(X),0,6.4,71.6,17.1,28.4,17.1,(X),(X),0,2.2,76.4,8.1,23.6,8.1,(X),(X),0,4.1,87.3,11.5,12.7,11.5
1400000US31079001000,"Census Tract 10, Hall County, Nebraska",1712,121,1534,150,1210,136,94,52,1353,161,173,80,858,164,32,41,73,56,25,37,178,90,1439,154,11,19,1428,154,1114,151,226,82,1174,156,15,22,273,107,274,115,0,10,152,88,122,77,760,163,11,19,639,163,110,60,678,121,0,10,637,122,41,37,(X),(X),89.6,5.3,70.7,6.5,5.5,3.1,79,6.6,10.1,4.6,50.1,8.4,1.9,2.4,4.3,3.3,1.5,2.2,10.4,5.3,84.1,6.2,0.6,1.1,83.4,6.2,65.1,7.6,13.2,4.8,68.6,7.2,0.9,1.3,15.9,6.2,(X),(X),0,7.9,55.5,22.1,44.5,22.1,(X),(X),1.4,2.5,84.1,8.3,14.5,8,(X),(X),0,3.3,94,5.6,6,5.6
1400000US31079001100,"Census Tract 11, Hall County, Nebraska",1759,110,1609,122,1105,132,78,47,1507,131,345,131,947,153,0,10,58,54,0,10,150,92,1484,127,21,36,1463,131,1172,159,285,117,1139,144,87,49,275,124,127,72,0,10,78,63,49,30,1162,166,21,36,925,175,216,122,470,129,0,10,460,127,10,15,(X),(X),91.5,5.1,62.8,8.2,4.4,2.7,85.7,5.7,19.6,7.2,53.8,8.1,0,1.3,3.3,3.1,0,1.3,8.5,5.1,84.4,6.7,1.2,2,83.2,6.9,66.6,8,16.2,6.4,64.8,8.5,4.9,2.8,15.6,6.7,(X),(X),0,16.2,61.4,25.5,38.6,25.5,(X),(X),1.8,3.1,79.6,10.4,18.6,9.9,(X),(X),0,4.7,97.9,3.2,2.1,3.2
1400000US31079001200,"Census Tract 12, Hall County, Nebraska",1533,84,1376,92,1283,105,219,91,1137,102,63,37,922,102,0,10,125,77,0,10,157,53,1291,101,18,20,1273,99,971,115,191,71,1054,104,92,43,242,80,166,69,0,10,76,41,90,59,712,101,18,20,542,102,152,55,655,75,0,10,655,75,0,10,(X),(X),89.8,3.4,83.7,4.1,14.3,5.7,74.2,6.1,4.1,2.5,60.1,6,0,1.5,8.2,4.9,0,1.5,10.2,3.4,84.2,5.1,1.2,1.3,83,5.1,63.3,7.1,12.5,4.5,68.8,6.4,6,2.8,15.8,5.1,(X),(X),0,12.7,45.8,22.8,54.2,22.8,(X),(X),2.5,2.7,76.1,8,21.3,7.8,(X),(X),0,3.4,100,3.4,0,3.4
1400000US31079001300,"Census Tract 13, Hall County, Nebraska",1151,74,1031,77,911,83,132,39,843,74,93,39,643,79,10,8,30,21,0,10,120,40,928,79,5,5,923,79,746,78,199,52,578,75,143,41,223,55,108,38,3,4,82,36,23,14,471,74,2,3,339,63,130,41,572,82,0,10,502,80,70,36,(X),(X),89.6,3.4,79.1,5.2,11.5,3.3,73.2,4.5,8.1,3.4,55.9,5.6,0.9,0.7,2.6,1.8,0,1.9,10.4,3.4,80.6,4.6,0.4,0.5,80.2,4.6,64.8,5.4,17.3,4.3,50.2,6,12.4,3.4,19.4,4.6,(X),(X),2.8,3.9,75.9,14.1,21.3,13.9,(X),(X),0.4,0.7,72,7.4,27.6,7.3,(X),(X),0,3.9,87.8,6.2,12.2,6.2
1400000US31079001400,"Census Tract 14, Hall County, Nebraska",798,60,743,57,549,58,63,23,642,62,69,34,525,52,16,19,24,20,0,10,55,28,663,57,7,7,656,56,526,62,182,51,419,52,98,33,135,42,78,29,3,4,40,19,35,23,403,60,4,6,325,59,74,29,317,51,0,10,291,50,26,18,(X),(X),93.1,3.3,68.8,6.4,7.9,2.9,80.5,4.2,8.6,4.1,65.8,5.6,2,2.4,3,2.6,0,2.8,6.9,3.3,83.1,4.8,0.9,0.9,82.2,4.9,65.9,5.8,22.8,5.9,52.5,6.2,12.3,4.1,16.9,4.8,(X),(X),3.8,5.1,51.3,19.3,44.9,19.4,(X),(X),1,1.4,80.6,7.4,18.4,7.1,(X),(X),0,6.8,91.8,5.4,8.2,5.4
1400000US31081969100,"Census Tract 9691, Hamilton County, Nebraska",694,54,637,54,565,49,38,15,570,51,35,22,419,46,4,5,18,12,0,10,57,18,613,48,2,3,611,47,488,48,70,26,468,49,91,31,81,21,29,11,0,10,12,9,17,10,328,53,0,10,300,52,28,11,337,41,2,3,299,37,36,20,(X),(X),91.8,2.5,81.4,4.1,5.5,2.1,82.1,3.9,5,3.1,60.4,5.4,0.6,0.7,2.6,1.7,0,3.2,8.2,2.5,88.3,2.7,0.3,0.4,88,2.7,70.3,4.5,10.1,3.8,67.4,4.8,13.1,4.4,11.7,2.7,(X),(X),0,45.8,41.4,27.4,58.6,27.4,(X),(X),0,6.6,91.5,3.5,8.5,3.5,(X),(X),0.6,0.9,88.7,5.8,10.7,5.7
1400000US31081969200,"Census Tract 9692, Hamilton County, Nebraska",974,84,914,84,721,82,54,20,823,82,105,52,622,83,12,11,60,54,0,10,60,19,856,87,1,2,855,87,630,89,104,49,628,60,136,52,118,34,45,20,1,2,22,13,22,15,505,79,0,10,441,80,64,18,424,68,0,10,392,62,32,20,(X),(X),93.8,2,74,5.9,5.5,2,84.5,3.4,10.8,5.3,63.9,6,1.2,1.1,6.2,5.5,0,2.3,6.2,2,87.9,3.5,0.1,0.2,87.8,3.6,64.7,6.8,10.7,4.8,64.5,4.8,14,4.9,12.1,3.5,(X),(X),2.2,3.9,48.9,22.2,48.9,21.8,(X),(X),0,4.4,87.3,4.2,12.7,4.2,(X),(X),0,5.2,92.5,4.3,7.5,4.3
1400000US31081969300,"Census Tract 9693, Hamilton County, Nebraska",2045,94,1851,104,1588,132,115,49,1630,109,130,67,1266,139,11,19,51,35,0,14,194,77,1778,109,31,30,1747,108,1364,117,278,92,1378,129,138,70,267,89,202,69,0,14,116,53,86,40,1040,121,23,27,850,122,167,65,803,99,8,14,781,103,14,16,(X),(X),90.5,3.7,77.7,6.2,5.6,2.4,79.7,4,6.4,3.2,61.9,6.4,0.5,0.9,2.5,1.7,0,1.1,9.5,3.7,86.9,4.2,1.5,1.4,85.4,4.4,66.7,4.9,13.6,4.4,67.4,6.2,6.7,3.4,13.1,4.2,(X),(X),0,10.5,57.4,15.2,42.6,15.2,(X),(X),2.2,2.5,81.7,6.8,16.1,6.2,(X),(X),1,1.7,97.3,2.6,1.7,2
1400000US31083964200,"Census Tract 9642, Harlan County, Nebraska",1521,72,1332,73,1112,70,189,45,1077,82,125,44,806,83,15,12,43,23,2,4,189,43,1184,69,20,16,1164,68,871,83,274,63,694,66,233,53,337,54,231,56,10,10,133,45,88,25,777,73,10,13,577,71,190,44,513,67,0,10,454,63,59,24,(X),(X),87.6,2.7,73.1,3.8,12.4,2.9,70.8,4.1,8.2,2.8,53,4.9,1,0.8,2.8,1.5,0.1,0.3,12.4,2.7,77.8,3.2,1.3,1,76.5,3.4,57.3,4.5,18,3.9,45.6,4.4,15.3,3.4,22.2,3.2,(X),(X),4.3,4.5,57.6,11,38.1,9.1,(X),(X),1.3,1.6,74.3,5.6,24.5,5.3,(X),(X),0,4.3,88.5,4.3,11.5,4.3
1400000US31085961500,"Census Tract 9615, Hayes County, Nebraska",403,40,353,40,288,36,44,22,295,40,48,20,207,36,3,4,8,8,0,10,50,21,327,41,3,4,324,40,232,38,61,23,174,33,85,29,76,25,70,26,0,10,45,21,25,16,220,40,3,4,187,37,30,17,113,26,0,10,92,24,21,14,(X),(X),87.6,5,71.5,6.1,10.9,5.4,73.2,7.4,11.9,4.9,51.4,7,0.7,0.9,2,2.1,0,5.4,12.4,5,81.1,5.9,0.7,1,80.4,5.8,57.6,8.3,15.1,5.9,43.2,7.4,21.1,6.6,18.9,5.9,(X),(X),0,26.9,64.3,18,35.7,18,(X),(X),1.4,1.8,85,7.3,13.6,7.3,(X),(X),0,18,81.4,11.3,18.6,11.3
1400000US31087962700,"Census Tract 9627, Hitchcock County, Nebraska",1243,73,1014,78,804,66,165,40,811,77,128,33,589,58,22,11,11,8,0,10,229,47,894,72,33,30,861,69,647,70,199,42,537,51,136,34,349,46,202,39,5,6,97,30,100,27,690,75,6,6,469,60,215,46,351,64,22,28,295,56,34,15,(X),(X),81.6,3.7,64.7,3.8,13.3,3.1,65.2,4.3,10.3,2.4,47.4,4.1,1.8,0.9,0.9,0.6,0,1.8,18.4,3.7,71.9,3.5,2.7,2.4,69.3,3.8,52.1,4.3,16,3,43.2,3.6,10.9,2.7,28.1,3.5,(X),(X),2.5,2.9,48,10.7,49.5,9.8,(X),(X),0.9,0.8,68,5.3,31.2,5.2,(X),(X),6.3,7.8,84,7.5,9.7,4.5
1400000US31089974000,"Census Tract 9740, Holt County, Nebraska",726,82,636,85,498,90,52,27,530,84,107,63,324,71,3,5,6,6,0,10,90,45,555,83,0,10,555,83,485,78,148,69,323,87,77,29,171,64,74,39,0,10,24,22,50,34,338,78,0,10,261,67,77,42,314,68,0,10,270,69,44,31,(X),(X),87.6,6,68.6,9.8,7.2,3.6,73,7.3,14.7,8.4,44.6,8.7,0.4,0.6,0.8,0.9,0,3,12.4,6,76.4,8.1,0,3,76.4,8.1,66.8,8.1,20.4,9.6,44.5,9.8,10.6,4.1,23.6,8.1,(X),(X),0,25.8,32.4,25.7,67.6,25.7,(X),(X),0,6.4,77.2,10.4,22.8,10.4,(X),(X),0,6.9,86,9.6,14,9.6
1400000US31089974100,"Census Tract 9741, Holt County, Nebraska",1086,94,937,79,804,71,149,46,731,81,89,34,460,71,9,5,13,10,0,10,149,46,766,68,19,11,747,65,552,61,150,51,514,77,81,31,320,70,123,31,8,8,52,23,63,21,578,89,11,7,382,53,185,57,385,63,0,10,313,56,72,44,(X),(X),86.3,3.7,74,4.4,13.7,4,67.3,5.4,8.2,3,42.4,6,0.8,0.5,1.2,0.9,0,2,13.7,3.7,70.5,5.1,1.7,1,68.8,4.9,50.8,5.6,13.8,4.8,47.3,6.2,7.5,2.9,29.5,5.1,(X),(X),6.5,5.7,42.3,13.7,51.2,13.8,(X),(X),1.9,1.3,66.1,6.5,32,6.5,(X),(X),0,5.7,81.3,10.3,18.7,10.3
1400000US31089974200,"Census Tract 9742, Holt County, Nebraska",859,65,780,68,678,67,89,36,625,67,65,28,482,65,13,15,8,8,0,10,79,34,662,72,0,10,662,72,519,70,120,42,431,64,132,44,197,52,141,45,0,10,90,37,51,25,433,71,0,10,311,60,122,45,285,49,0,10,261,48,24,17,(X),(X),90.8,3.8,78.9,5.1,10.4,4.1,72.8,5.5,7.6,3.3,56.1,6,1.5,1.8,0.9,1,0,2.6,9.2,3.8,77.1,5.8,0,2.6,77.1,5.8,60.4,6.7,14,4.9,50.2,5.9,15.4,4.9,22.9,5.8,(X),(X),0,14.7,63.8,14.8,36.2,14.8,(X),(X),0,5.1,71.8,8.6,28.2,8.6,(X),(X),0,7.6,91.6,5.8,8.4,5.8
1400000US31089974300,"Census Tract 9743, Holt County, Nebraska",1816,155,1544,160,1408,162,99,58,1347,155,119,60,1060,125,11,18,35,52,0,10,272,96,1393,151,0,10,1393,151,1070,142,182,71,1085,131,250,97,423,105,262,94,0,10,187,80,75,44,932,166,0,10,671,151,261,93,622,130,0,10,535,112,87,58,(X),(X),85,5.1,77.5,5.6,5.5,3.1,74.2,6.7,6.6,3.3,58.4,5.8,0.6,1,1.9,2.9,0,1.2,15,5.1,76.7,5.3,0,1.2,76.7,5.3,58.9,5.7,10,3.7,59.7,6.5,13.8,4.7,23.3,5.3,(X),(X),0,8.2,71.4,14,28.6,14,(X),(X),0,2.4,72,9,28,9,(X),(X),0,3.5,86,8.2,14,8.2
